source_id,language,origin,text
de_30,de,gpt_oss_groq,"**Österreichs Image bleibt im internationalen Vergleich problematisch – vor allem wegen der hohen Steuerlast**

Wien – In dem vom IMD (Lausanne) jährlich veröffentlichten Standort‑Ranking wird die Wettbewerbsfähigkeit Österreichs erneut als „mäßig“ eing"
de_31,de,gpt_oss_groq,"**Sozialistische Jugend und Grüne verlangen Rücktritte – Kontroverse um FPÖ‑Post in Linz**

Linz – Ein von der Tageszeitung *Österreich* veröffentlichtes Bild von zwei FPÖ‑Gemeinderäten hat nach einem Bericht am Mittwoch heftige politische Diskussionen ausgelöst. In dem Posting äußerte die FPÖ‑Gemeinderätin Susanne Walcher, dass sie den Vorschlag von Wirtschaftskammerpräsident Christoph Leitl für ein „Integrationsjahr mit Sozialjahr‑Charakter“ begrüße. Anschließend fügte sie spöttische Bemerkungen zu jungen Muslimen hinzu, die angeblich als „Kindergarten‑Aufpasser“ oder im Pflegeheim „der Oma beim Baden“ helfen würden. Ihr Parteikollege Markus Kraz ergänzte, diese Personen könnten auch in Tierheimen eingesetzt werden – dort gäbe es wenigstens „liebe Schafe“.

Die Staatsanwaltschaft prüft die Äußerungen nun auf den Tatbestand der Verhetzung.

**Reaktionen aus der Politik**

Philipp Stadler, Vorsitzender der Sozialistischen Jugend Linz, forderte das sofortige Rücktritt"
de_32,de,gpt_oss_groq,"**Brüssel – Ergebnis des Sondergipfels: 100 000 Plätze für Geflüchtete und erweiterte Befugnisse für Frontex**

Am Sonntag trafen sich die Regierungschefs der Länder, die von der Flüchtlingskrise am stärksten betroffen sind, zu einem außerplanmäßigen Gipfel in Brüssel. Nach Angaben der EU‑Kommission einigte man sich auf einen 17‑Punkte‑Plan, mit dem die drei Kernprobleme entlang der Balkanroute angegangen werden sollen: Unterbringung, Steuerung der Ströme und Grenzsicherung.

**Gemeinsame Aktionen statt Einzelkämpfen**  
Die Staats- und Regierungschefs aus Albanien, Bulgarien, Deutschland, Griechenland, Kroatien, Mazedonien, Österreich, Rumänien, Serbien, Slowenien und Ungarn beschlossen, die Zusammenarbeit zu intensivieren und konkrete operative Maßnahmen zu ergreifen. EU‑Kommissionspräsident Jean‑Claude Juncker bet"
de_33,de,gpt_oss_groq,"Rom, 30. April (Reuters) – Die italienische Regierung hat ein weiteres Maßnahmenpaket zur Entlastung des angeschlagenen Bankensektors beschlossen. Mit einem neuen Erlass sollen Kreditinstitute künftig unbezahlte Darlehen deutlich schneller zurückfordern können. Premierminister Matteo Renzi erklärte, dass sich die Rückzahlungsfrist von bislang sechs‑ bis acht Jahren auf nur noch sechs bis acht Monate verkürzen wird. Ziel sei es, die anhaltenden Probleme im Bankensektor nachhaltig zu beheben.

Der Erlass sieht vor, dass Banken schneller auf die Sicherheiten zugreifen können, die von Unternehmen als Garantie gestellt wurden. Privatkredite, etwa Hypotheken, bleiben davon ausgenommen. Darüber hinaus soll mehr als die Hälfte der rund 10 000 Kleinanleger, die im Rahmen der staatlichen Rettung von vier kleineren Banken im vergangenen Jahr Anleihen verloren haben, entschädigt werden – ein Schritt, der nach der heftigen Kritik an Renzi im Vorfeld"
de_34,de,gpt_oss_groq,"**Mehr Einsatz für Benachteiligte, aber weniger Bekehrungsdruck – das ist der aktuelle Wunsch der Gläubigen**

*Linz –* In einer kürzlich für den „Standard“ ausgewerteten Osterbefragung zeigt sich ein deutliches Bild: Während die Kirche verstärkt Unterstützung für Menschen in prekären Lebenslagen gefordert wird, sinkt das Interesse an einer aktiven Missionierung Andersgläubiger.

Nur ein Fünftel der Befragten hält das Osterfest für ein im Kern heidnisches Ereignis. Die Hälfte lehnt diese Deutung eindeutig ab. Der Osterhase – ursprünglich ein Symbol für Fruchtbarkeit – wird von 81 % der Österreicher als sympathische Figur wahrgenommen, obwohl die Kirche ihn längst als christliches Symbol umgedeutet hat.

Der zentrale christliche Kern, die Auferstehung Jesu, wird von lediglich jedem zweiten Österreicher gefeiert. Dabei lässt die Zahl nach: Bei den über 50-Jährigen glauben noch 63 % an die Auferstehung, während unter den unter 29-Jährigen nur noch ein Drittel das Osterereignis im christlichen Sinne begeht. Neun Prozent geben an"
de_35,de,gpt_oss_groq,"**ORF beschließt Anleihe zur Teilfinanzierung des Küniglberg‑Projekts – Budget 2016 stellt große Belastung dar**

Wien – Der ORF sieht sich im Jahr 2016 mit einem der strengsten Haushalte der jüngeren Vergangenheit konfrontiert, erklärte Finanzdirektor Richard Grasl am Donnerstag nach einer Sitzung des Stiftungsrats. Rückstellungen infolge einer Klage des Betriebsrats, steuerliche Änderungen und die Kosten für das Frühfernsehen belasten das Budget erheblich.

Trotz dieser Schwierigkeiten stimmte der Stiftungsrat mit überwiegender Mehrheit der Emission einer ORF‑Anleihe zu. Ziel sei die Teilfinanzierung des Neubau‑ und Sanierungsprojekts am Küniglberg, das rund 300 Millionen Euro kosten wird. Die Anleihe soll im Rahmen einer Privatplatzierung an Groß‑ und institutionelle Investoren vergeben werden. Die Bank UniCredit Bank Austria übernimmt die Leitung der Transaktion.

„Das Budget 2016 ist eine echte Herausforderung“, so Grasl. Er wies darauf hin, dass der Rundfunk Rückstellungen bilden muss, weil der Zentralbetriebs"
de_36,de,gpt_oss_groq,"**Krähen rauben Gummibeläge von Autoscheibenwischern**  
Tokio – In Japan sorgte ein ungewöhnlicher Fall von Vandalismus für Aufsehen. In der Stadt Matsue meldeten Anwohner wiederholt, dass ihre Autoscheibenwischer beschädigt wurden, berichtete die Tageszeitung *Yomiuri Shimbun* am Mittwoch. Die Polizei reagierte prompt und stellte ein Einsatzteam von rund 50 Offizieren zusammen, das rund um die Uhr in dem betroffenen Viertel patrouillierte. Dank Aufnahmen aus Überwachungskameras ließ sich das Geschehen schließlich aufklären: Es waren Krähen, die sich die Gummibeläge der Wischer als Baumaterial für ihre Nester schnitten. Die Beamten mussten einsehen, dass sie die Vögel nicht verhaften können – ein Fall, bei dem das Gesetz gegenüber gefiederten Täter machtlos bleibt. (dpa, 17. 6. 2015)"
de_37,de,gpt_oss_groq,"**Urteil im Fall Mainz 05 gegen Heinz Müller: Befristete Spielerverträge bleiben zulässig**

Der Rechtsstreit zwischen dem FSV Mainz 05 und dem früheren Torhüter Heinz Müller hat am Mittwoch vor dem Landesarbeitsgericht Rheinland‑Pfalz ein wichtiges Zeichen für den deutschen Profifußball gesetzt. Das Gericht hat die Klage des 37‑jährigen Torhüters abgewiesen und bestätigt, dass Fußballvereine ihre Spieler weiterhin befristet verpflichten dürfen.

Müller hatte nach Ablauf seines zweijährigen Vertrags im Sommer 2014 gerichtlich festgestellt, dass sein Arbeitsverhältnis de facto unbefristet weiterbestehe. Das Arbeitsgericht Mainz war seiner Meinung nach der Auffassung gefolgt, dass Profispieler arbeitsrechtlich wie „normale“ Angestellte zu behandeln seien und daher nicht dauerhaft nur befristete Verträge erhalten dürften. Das Landesarbeitsgericht hat dieses Ersturteil nun revidiert, lässt jedoch zugleich die Möglichkeit einer"
de_38,de,gpt_oss_groq,"**Hamburg – Der ehemalige Welt‑Kolumnist Matthias Matussek plant nun, gegen die Axel‑Springer‑Verlag AG vor Gericht zu ziehen.** Laut der Süddeutschen Zeitung hat er eine Kündigungsschutzklage eingereicht, nachdem ihm zum 17. November das Arbeitsverhältnis beendet wurde.

Im Mittelpunkt des Streits steht ein Facebook‑Beitrag, den Matussek unmittelbar nach den Anschlägen in Paris veröffentlicht hatte. Darin schrieb er, man könne erwarten, dass das Geschehen in Paris die Diskussionen über offene Grenzen und die vermeintlich hohe Zahl von nicht registrierten jungen Muslimen in Deutschland neu anheizen werde. Der Post war mit einem Smiley versehen. Welt‑Chefredakteur Jan‑Eric Peters bezeichnete die Äußerung als „durchgeknallt“.

Nachdem der Beitrag für heftige Debatten gesorgt hatte, verschärfte sich der Konflikt zwischen Autor und Verlag, sodass die Welt sich schließlich von Matussek trennte. Matussek will nun gerichtlich klären, ob die Kündigung"
de_39,de,gpt_oss_groq,"**„Deine Korrespondentin“ – Frauen aus aller Welt im Fokus, doch das Publikum muss erst überzeugt werden**

*Wien/Berlin* – Das Online‑Magazin „Deine Korrespondentin“ will die spannendsten Geschichten von Frauen aus allen Kontinenten erzählen. Ob ein Gespräch mit Palästinas einziger Brauerin oder ein Beitrag über die prekären Lebensbedingungen von Homosexuellen in Weißrussland – das sind genau die Themen, die Pauline Tillmann (32) in ihrem Standard‑Interview vorstellen"
de_40,de,gpt_oss_groq,"**Österreichisches Parlament im Dauerregen von Protesten – Memes, Rap und persönliche Briefe drängen auf Gesetzesänderungen**

Wiederholt erreicht das Parlament ein nie dagewesenes Aufkommen an Stellungnahmen, Memes und sogar selbstproduzierten Hip‑Hop‑Tracks. Vor allem österreichische Trafikanten, Raucher und Dampfer zeigen sich vehement gegen das geplante Tabakgesetz und starten eine breit angelegte Online‑Kampagne, um die Regierung zum Rückzug zu bewegen.

Die Gegner des Entwurfs nutzen das Internet, um mit witzigen Bildmotiven und alten Rap‑Songs rund um das Thema E‑Zigaretten Aufmerksamkeit zu erzeugen. Für die Trafikanten ist besonders"
de_41,de,gpt_oss_groq,"Wien – Am 9. Mai 2016 gibt die britische Rockgruppe Muse ein Konzert in der Wiener Stadthalle. Laut Veranstalter wird die Band auf einer rundum drehenden 360‑Grad‑Bühne mitten im Saal auftreten. Im Einklang mit ihrem aktuellen Werk *Drones* sollen während der Show kleine Kameradrohnen in die Höhe steigen. Beim letzten Auftritt im Juni spielte Muse, angeführt von Frontmann Matthew Bellamy, beim Festival Rock in Vienna auf der Donauinsel. Der Ticketverkauf für das Stadthallen‑Event beginnt am Freitag, den 18. September."
de_42,de,gpt_oss_groq,"**Belgrad/Den Haag –** Ein Gericht in Belgrad hat am Mittwoch entschieden, dass es die Auslieferung von drei Ultranationalisten, die vom Internationalen Strafgerichtshof für das ehemalige Jugoslawien wegen Missachtung des Gerichts angeklagt sind, nicht veranlassen wird. Das Haager Tribunal betonte, dass Serbien zwar zur Übergabe von Personen verpflichtet sei, die wegen Kriegsverbrechen, Völkermord und Verbrechen gegen die Menschlichkeit beschuldigt werden, jedoch für Fälle von Gerichtsmissachtung keine solche Pflicht besteht.

Die drei Beschuldigten standen im Verdacht, im Zusammenhang mit dem Prozess gegen den umstrittenen Ultranationalistenführer Vojislav Šešelj Zeugen erpresst und eingeschüchtert zu haben. Weiterhin soll versucht worden sein, Zeugen durch Bestechungsgelder davon abzuhalten, gegen Šešelj auszusagen. Die Anklage gegen die drei wurde im Dezember veröffentlicht"
de_43,de,gpt_oss_groq,"**Europastudio – „EU ohne Großbritannien?“**  
Eine Gesprächsrunde zum 11. Mai, 12 Uhr, ORF 2: Paul Lendvai diskutiert mit Anne McElvoy (The Economist), Stefanie Bolzen (Die Welt), Daniel Vernet (Publizist) und Christian Ultsch (Die Presse) über die Zukunft der Union ohne das Vereinigte Königreich.  

**Panorama – Weltfrauentag‑Special**  
13 Uhr, ORF 2: Trautl Brandstaller und Monika Lindner zeigen in der Sendung „Gleiche Arbeit – gleicher Lohn“ (1978), wie viel noch zu tun war, obwohl die 1970‑er‑Gesetze bereits Fortschritte brachten.  

**Heimat, fremde Heimat**  
13 Uhr 30, ORF 2: Drei Beiträge – Migrantinnen in Österreich, ein Gespräch mit Christine Nöstlinger und Mirjam Unger über neue Perspektiven, und ein Bericht zur Binge‑Eating‑Dis"
de_44,de,gpt_oss_groq,"**Kittel triumphiert in der dritten Etappe und holt sich das Rosa Trikot**

Arnhem – Marcel Kittel (GER) setzte am Mittwoch erneut ein starkes Zeichen und gewann souverän die dritte Etappe des Giro d’Italia von Nijmegen nach Arnheim. Mit seinem Sieg im Sprint, der ihn mit einem Zeitbonus belohnte, übernahm er das begehrte Rosa Trikot vom Vorjahrsauftaktsieger Tom Dumoulin (NED).

Der 27‑jährige Deutsche ließ nach 190 km keine Chance – er fuhr mit mehreren Radlängen Vorsprung am Finale vorbei und ließ den Italiener Elia Viviani (Sky) hinter sich. Damit ist Kittel zum zweiten Mal seit 2014 Gesamtsieger des Rennens: Damals hatte er die zweiten und dritten Etappen gewonnen, musste jedoch nach einer Erkrankung das Rennen abbrechen.

„Ich bin stolz, das Rosa Trikot zu tragen“, sagte Kittel nach dem Ziel.

Auch im Feld der Schnellfahrer gab es einige bemerkenswerte Platzierungen: Matthias Brändle (IAM),"
de_45,de,gpt_oss_groq,"**Stadtpolitische Einigung: Arbeitsgruppe prüft Rückstellung der Aphrodite**

Linz – Die langjährige Debatte um die 1942 von Hitler gestiftete „Aphrodite vom Bauernberg“, die einst in einem Rundtempel im Stadtpark stand und 2008 nach Hinweisen von Kunststudierenden vom damaligen Bürgermeister Franz Dobusch in den Keller des Nordico‑Stadtmuseums verlegt wurde, nimmt eine unerwartete Wendung. Am Donnerstagabend stimmte der Linzer Gemeinderat mit klarer Mehrheit für einen Dringlichkeitsantrag, der die Gründung einer Arbeitsgruppe zur Untersuchung einer möglichen Wiederaufstellung vorsieht.

Erstmal scheinen die festgefahrenen Positionen der Parteien zu lockern: Sowohl SPÖ als auch Grüne, die bislang deutlich gegen eine Rückkehr der Liebesgöttin in den öffentlichen Raum waren, unterstützten den Antrag. Die künftige Arbeitsgruppe soll aus dem Kulturdirektor Julius Stieber, der Museumsleiterin Andrea Bina und dem Leiter des Stadtarchivs Walter Schuster bestehen. Zusätzlich sollen externe Fachleute hinzugezogen werden, um sowohl die praktische Umsetzung einer Wiederaufstellung als auch begleitende Vermittlungsprojekte im Sinne"
de_46,de,gpt_oss_groq,"Wie werden die Wahlplakate der Bundespräsidenten‑Kandidaten von Besuchern Wiens wahrgenommen? Das hat DER STANDARD im Zentrum der Stadt untersucht. Viele Touristen kennen die Kandidaten kaum und verstehen ihre Slogans meist nicht – doch das ändert nicht die Wirkung der großformatigen Plakate. So kam heraus, dass ein Kandidat eher als sympathischer Opa denn als kompetenter Manager eingeschätzt wird – ein Bild, das nicht immer mit der beabsichtigten Werbebotschaft übereinstimmt."
de_47,de,gpt_oss_groq,"**Wien – Ein 58‑Jähriger griff im Krankenhaus Sicherheitspersonal an – die Richterin zeigt Mitgefühl**

Im Rahmen der Gerichtsverhandlung gegen den 58‑jährigen Heinrich S. hat Richterin Martina Krainz gleich zu Beginn deutlich gemacht, dass sie das Motiv des Angeklagten nachvollziehen kann. „Sie standen in der Ambulanz, das Warten war lang, und Sie wurden ungeduldig“, kommentierte die Richterin und deutete damit an, warum S. angeblich einen Sicherheitsmitarbeiter mit Pfefferspray attackiert und sich gegen die Polizei gewehrt haben soll.

„Kennen Sie Ihre Vorstrafen?“, fragte Krainz den Angeklagten. S. antwortete resigniert, dass es nun 23 Vorstrafen seien. Er gestand, den Sicherheitsmann tatsächlich besprüht zu haben, jedoch keine Polizisten angegriffen zu haben. Im Gegenteil, die Beamten hätten ihm im Warteraum mehrfach den Kopf gegen den Boden geschlagen.

Auf die Frage, warum er trotz Waffenverbot ein Pfefferspray besaß, erklärte S., er habe das Spray im Bus gefunden und nicht gewusst,"
de_48,de,gpt_oss_groq,"**Österreich stellt neue Asylverfahren ein – Flüchtlinge landen auf der Warteliste**

Wien – Innenministerin Johanna Mikl‑Leitner (ÖVP) hat am Freitag per Weisung sämtliche neuen Asylverfahren in Österreich ausgesetzt. Damit greift sie die Ankündigung vom vergangenen Montag auf, mit der sie unter anderem Druck auf Brüssel ausüben wollte, um eine Entlastung des österreichischen Asylsystems zu erreichen.

### Was die Anweisung bedeutet

Alle Mitarbeitenden und Ressourcen des Bundesamtes für Fremdenwesen und Asyl (BFA) sollen künftig ausschließlich nach der EU‑weiten Dublin‑Verordnung eingesetzt werden"
de_49,de,gpt_oss_groq,"Dutzende von Al‑Qaida‑Kämpfern getötet – Washington – Bei einem US‑Luftschlag auf ein Trainingslager der Terrororganisation al‑Qaida auf der Arabischen Halbinsel im Jemen sollen zahlreiche Kämpfer ums Leben gekommen sein. Das US‑Verteidigungsministerium teilte am Dienstag mit, dass das abgelegene Lager in den Bergen des Konfliktgebiets von über 70 Terroristen genutzt wurde. Der genaue Umfang des Erfolgs werde noch geprüft, erste Angaben lassen jedoch darauf schließen, dass mindestens ein Dutzend Kämpfer getötet wurden. Der Angriff werde ein harter Schlag gegen die Gruppe, die den Jemen als Stützpunkt für Angriffe auf Amerikaner nutzt. Im Land ist neben anderen Milizen vor allem al‑Qaida auf der Arabischen Halbinsel (AQAP) sehr aktiv. Ein von Saudi‑Arabien geführtes Militärbündnis führt seit rund einem Jahr Luftoperationen im Jemen durch. Die schiitischen Huthi‑Rebellen halten vor allem den Norden und Westen des Landes unter ihrer Kontrolle und kämpfen gegen die Truppen und Verbündeten von Präsident Abd‑Rabbo Mansur Hadi."
de_50,de,gpt_oss_groq,"**Welche Titel stehen momentan auf Ihrer Leseliste?** Wo genießen Sie Ihre Lektüre am liebsten und welchen Quellen für Buchempfehlungen vertrauen Sie?  

Letzte Woche haben wir unseren Community‑Buchklub ins Leben gerufen. Für die Auftakt‑Runde standen drei Titel zur Wahl – und letztlich hat Ernest Hemingways *Der alte Mann und das Meer* das Feld gewonnen. Am 15. Oktober werden wir uns also gemeinsam mit dieser Novelle auseinandersetzen.  

Wir befinden uns noch in der Testphase, sind aber bereits ganz gespannt, wie das Ganze ankommt. Bevor wir loslegen, möchten wir von Ihnen wissen: Welche Bücher, Artikel oder Blogs haben Sie in den letzten Wochen begeistert? Welche Texte finden Sie lesenswert oder diskussionswürdig? Gibt es ein Buch, an dem Sie nicht mehr vorbeikommen, oder ein Werk, das Sie bereits verschlungen haben?  

Teilen Sie uns auch mit, wann und wo Sie am liebsten lesen – haben Sie einen Lieblingsplatz? Wir freuen uns auf zahlreiche Beiträge! Und denken Sie dran: In zwei Wochen starten wir mit der ersten Ausgabe des Community‑Buchklubs. Bis dahin wünschen wir Ihnen viele schöne"
de_51,de,gpt_oss_groq,"**Favorit verspricht Investitionen in die Landwirtschaft und neue Jobs**

Porto‑Novo – Am vergangenen Sonntag wurde in Benin ein neuer Staatsoberhaupt gewählt. Die Wahl war die bisher größte in der Geschichte des westafrikanischen Landes: 33 Kandidaten traten für das Präsidentenamt an. Der amtierende Präsident Thomas Boni Yayi konnte nach zwei Amtszeiten nicht erneut kandidieren.

Im Fokus der öffentlichen Aufmerksamkeit stand Premierminister Lionel Zinsou, der von vielen als klarer Favorit gehandelt wurde. Der 61‑jährige Politiker besitzt sowohl die französische als auch die beninische Staatsbürgerschaft und ist das einzige Kandidatentkür, das von der regierenden Partei unterstützt wird. In seinem Wahlprogramm kündigte er an, die landwirtschaftlichen Sektoren zu stärken und damit zahlreiche neue Arbeitsplätze zu schaffen.

Benin, ein kleines, wirtschaftlich schwaches Land in Westafrika, ist stark vom Export von Baumwolle abhängig. Das Land kämpft mit einer hohen Jugendarbeitslosigkeit und weit verbreiteter Korruption. Beobachter berichten, dass während des Wahlkampfs zahlreiche einflussreiche"
de_52,de,gpt_oss_groq,"**Salzburg muss trotz großer Ausfälle im Auswärtsspiel gegen Dinamo Minsk auf Konstanz setzen – Zeidler fordert Fokus**

Red Bull Salzburg kommt in der heimischen Liga langsam wieder in Fahrt, doch das bevorstehende Europa‑League‑Play‑off gegen Dinamo Minsk stellt die österreichische Mannschaft vor ein großes Personaldilemma. Nach dem bitteren Ausscheiden aus der Champions‑League wollen die Mozartstädter am Donnerstag um 18 Uhr MESZ (Live‑Übertragung auf Puls 4) im 10.000‑Plätze‑Stad"
de_53,de,gpt_oss_groq,"**Traismauer – Erneute Bürgerbefragung zur Windkraft geplant**

Der Bürgermeister Herbert Pfeffer (SPÖ) teilte am Freitag mit, dass das Thema Windkraft in Traismauer im Februar erneut im Gemeinderat behandelt wird. Die unabhängige Bürgerliste „MIT“ hatte auf eine zweite Volksbefragung gedrängt. Der Rat soll dann sowohl den Zeitpunkt als auch die konkrete Fragestellung festlegen. Zur rechtlichen Absicherung soll ein Gutachten des Verfassungsrechtlers Theo Öhlinger eingeholt werden.

Im November 2014 hatten fast zwei Drittel der Stimmberechtigten bei der ersten Befragung dafür gestimmt, Teile der bereits ausgewiesenen Windkraft‑Eignungszone umzuwidmen – damit könnten maximal fünf Windräder errichtet werden. Nachdem die Bürgerliste MIT die Ergebnisse nicht akzeptierte, sammelte sie erneut Unterschriften und beantragte eine zweite Abstimmung. Der Gemeinderat erklärte das Thema zunächst erledigt, die Initiative blieb jedoch hartnäckig und reichte schließlich eine Aufsichtsbeschwerde bei der Bezirkshauptmannschaft St. Pölten ein. Diese verwies auf die Gemeindeordnung, die bei einer Unterstützungsquote"
de_54,de,gpt_oss_groq,"**Mann rutscht aus dem Auto, leichte Verletzungen – München**  
München – Bei einer Fahrt in München kam es zu einem ungewöhnlichen Zwischenfall: Die Beifahrerin verlor kurzzeitig ihren 28‑jährigen Ehemann aus dem Fahrzeug. Laut Polizeibericht fiel der Mann am Vortag von seinem Sitz auf die Fahrbahn, weil sich die Tür, an die er sich lehnte, plötzlich öffnete – die Ursache dafür ist noch nicht geklärt.  

Der Mann trug keinen Sicherheitsgurt, da dieser in der Tür stecken geblieben war. Um den Gurt zu lösen, hatte er die Tür bei roter Ampel geöffnet. Nachdem seine 30‑jährige Frau das Fahrzeug wieder in Bewegung gesetzt hatte, geriet die Tür erneut in Bewegung, woraufhin er nach außen stürzte. Er zog sich lediglich leichte Verletzungen zu und wurde ambulant in einem Krankenhaus behandelt."
de_55,de,gpt_oss_groq,
de_56,de,gpt_oss_groq,"**Pädagogische Qualifikation der Klassenlehrerin in Zweifel – Volksanwaltschaft prüft**

Groß‑Siegharts/Wien – Im letzten Schuljahr blieben neun Schülerinnen und Schüler einer dritten Volksschulklasse in Groß‑Siegharts (Bezirk Waidhofen an der Thaya) sitzen. Dieser Umstand hat die Volksanwaltschaft aufmerksam gemacht. Dabei wird die fachliche Eignung der Klassenlehrerin infrage gestellt und ein möglicher Fehlgriff in der Schulverwaltung vermutet. Volksanwalt Peter Fichtenbauer, der für die Kontrolle der Bildungsverwaltung zuständig ist, hat ein förmliches Prüfverfahren eingeleitet. Er will klären, ob die Schulaufsichtsbehörde über den Vorfall informiert war und ob die Unterrichtsqualität bereits überprüft wurde.

„Ein solches Ergebnis ist für die betroffenen Kinder traumatisierend“, erklärte Fichtenbauer. „Sollten pädagogische Defizite bestätigt werden, müssen dienst- oder disziplinarrechtliche Maßnahmen gegen die Verantwortlichen ergriffen werden.“

Der zuständige Pflichtschulinspektor Franz Weinberger bestätigte auf Nachfrage der APA, dass er von acht ähnlichen Fällen wisse. Er betonte, dass es sich bei"
de_57,de,gpt_oss_groq,"**Gemeinsame Plattform für Android und Chrome OS – Testlauf im kommenden Jahr geplant**  
Seit Sundar Pichai vor einigen Jahren zusätzlich zum Chrome‑OS‑Projekt die Leitung von Android übernahm, kursieren immer wieder Gerüchte, dass Google die beiden Systeme zusammenführen will. Jetzt, wo Pichai selbst an der Spitze des Unternehmens steht, soll die Idee laut einem Bericht des *Wall Street Journal* endlich konkret werden. Zwei Insider, die an dem Vorhaben arbeiten, berichten, dass Google seit etwa zwei Jahren an einer einheitlichen Basis für Android und Chrome OS tüftelt.

Nach den aktuellen Plänen soll das kombinierte Betriebssystem bis 2017 fertig sein, während im nächsten Jahr – voraussichtlich im Rahmen der jährlichen I/O‑"
de_58,de,gpt_oss_groq,"**Nigeria verschärft Kapitalverkehrskontrollen, um Naira zu stützen und den illegalen Devisenhandel einzudämmen**  

Abuja / Wien – Die nigerianische Wirtschaft steht unter starkem Druck. Durch den langanhaltenden Preisverfall von Rohöl gerät sowohl der Staatshaushalt als auch die Währung des bevölkerungsreichsten Landes Afrikas ins Hintertreffen. In den letzten zwölf Monaten hat der Naira gegenüber dem US‑Dollar erheblich an Wert verloren, während der Parallelmarkt für Fremdwährungen weiter boomt.  

Um die Situation zu entschärfen, hat die Regierung nun die Regeln für den Zahlungsverkehr weiter verschärft. Ziel ist, die heimische Wirtschaft zu stabilisieren, den Naira zu stärken und den Schwarzmarkt zu schwächen. Die ersten Auswirkungen sind jedoch noch nicht eindeutig. In den schattigen Ecken der Straßen von Abuja, wo Bäume und Sträucher das Stadtbild prägen, hat sich ein neuer illegaler Handel mit Devisen etabliert. Die Zentralbank reagiert mit einer drastischen Maßnahme: Sie lässt die Bäume fällen, um den Handel unter deren Schatten zu verhindern"
de_59,de,gpt_oss_groq,"Wien – Nach dem vorherigen Abbruch haben die Frauenministerin Gabriele Heinisch‑Hosek (SPÖ) und die Familienministerin Sophie Karmasin (ÖVP) die Gespräche zur Reform des Kinderbetreuungsgeldes erneut aufgenommen. Karmasin forderte die SPÖ nun zu mehr Initiative und erwartete konkrete Kompromissvorschläge, erklärte sie am Dienstag vor dem Ministerrat. Vor einigen Wochen hatte sie die Verhandlungen bereits für beendet erklärt, weil mit dem Koalitionspartner bislang keine Einigung erzielt worden war. Auf Drängen der Parteiführungen kehrten die Ministerinnen nun an den Verhandlungstisch zurück. Die Familienministerin betonte, dass sie die Gespräche offen, konstruktiv und ehrlich führen wolle, jedoch müsse die SPÖ nun aktiv werden. Das Frauenressort bestätigte lediglich, dass Verhandlungen laufen. Terminplan und inhaltliche Details wurden bislang nicht veröffentlicht."
de_60,de,gpt_oss_groq,"Mercedes‑Fahrer Nico Rosberg hat seine Chancen auf den WM-Titel noch nicht abgeschrieben. In der verzweifelten Jagd nach Teamkollegen Lewis Hamilton im laufenden Formel‑1‑Kampf ist Rosberg nun bereit, ein taktisches Bündnis mit den Ferrari‑Piloten einzugehen. 

„Mir ist wichtig, dass wir gemeinsam das Ziel erreichen“, forderte Rosberg vor dem vorletzten Rennen der Saison in Sotschi den Finn Sebastian Vettel und den Finnen Kimi Räikkönen auf. Der Deutsche liegt mit 48 Punkten Abstand zum Titelverteidiger Hamilton auf dem zweiten Tabellenplatz und kann selbst bei Siegen in allen verbleibenden Grand‑Prix nicht mehr allein den Weltmeistertitel sichern. „Jetzt brauche ich Glück – im Sport ist ja alles möglich“, sagte er.

Vettel hingegen scheint kein Interesse an einer Allianz zu haben. „Wir sind am besten beraten, wenn wir unser eigenes Ding machen“, erklärte der Dritte in der Fahrerwertung am Donnerstag. Der Vierfachweltmeister liegt lediglich elf Punkte hinter Rosberg, während der Abstand zu Hamilton bei 59 Punkten zwar groß, aber nicht unüberwindbar erscheint. „Wir haben"
de_61,de,gpt_oss_groq,"Der US‑Automobilhersteller General Motors plant, seine Präsenz in Schwellenländern auszubauen. Laut einer Mitteilung des Unternehmens soll für Märkte wie China, Brasilien und Indien eine neue Fahrzeugreihe unter der Marke Chevrolet entwickelt werden. Dafür geht GM eine Partnerschaft mit dem chinesischen Autohersteller SAIC Motor ein. Die Produktion soll in Werken in China, Mexiko, Indien und Brasilien stattfinden, wobei die ersten Modelle bereits 2019 vom Band laufen sollen. Langfristig strebt das Unternehmen eine Jahresproduktion von bis zu zwei Millionen Fahrzeugen an. GM‑Chef Dan Ammann rechnet bis 2030 mit einem deutlichen Wachstum der Automobilmärkte in den aufstrebenden Wirtschaftsnationen und will mit Chevrolet von diesem Aufschwung profitieren."
