text,language,origin
"**Österreichische Auswanderer in der Champions League – Alaba im Titelfieber, drei Neulinge im Wettbewerb**

Wien – Am Dienstagabend startet die 24. Saison der Champions League, und die üblichen Favoriten gehen wieder als Titelanwärter in die neue Runde. Der FC Barcelona will erstmals in der Geschichte der Königsklasse den Pokal im Mai 2016 im Mailänder San Siro verteidigen. Aus Österreich sind dieses Jahr drei Spieler im Turnier vertreten: Während Aleksandar Dragović bei Dynamo Kiew und der momentan verletzte Martin Stranzl bei Borussia Mönchengladbach versuchen, sich zu beweisen, hat David Alaba höhere Ziele. Mit dem FC Bayern gilt er als ernsthafter Konkurrent Barcelonas. Auch Real Madrid unter neuem Trainer Rafael Benítez, die englischen Spitzenclubs aus Manchester und London sowie Paris Saint‑Germain setzen auf den europäischen Thron.

Finanziell wird das Turnier noch attraktiver: Bis 2018 soll die UEFA insgesamt 1,257 Milliarden Euro ausschütten. Jeder der 32 Startplätze erhält 12 Millionen Euro Antrittsg",de,gpt_oss_groq
"**Glock‑Family etabliert exklusives Reitsportzentrum in Kärnten**

*Einmal im Jahr lockt das Glock Horse Performance Center (GHPC) Prominente aus Film, Musik und Wirtschaft an – doch die Investition spaltet die Meinungen.*

Wien – Der österreichische Waffenunternehmer Gaston Glock senior hat seiner viel jüngeren Ehefrau Kathrin ein Reitsport‑Komplex in Kärnten übergeben, das in seiner Art kaum ein Gegenstück kennt. Das GHPC, das seit über fünf Jahren am Ufer des Ossiacher Sees beheim",de,gpt_oss_groq
"**Levi‑Slaloms wegen Schnee­mangel gestrichen – Ersatz nicht in Sicht**

Die Slalom‑Wettbewerbe für Damen und Herren in Levi/Jeongseon/Wien fallen erneut aus. Wie bereits 2007 und zuletzt 2011 musste das Resort wegen unzureichender Schneebedingungen die geplanten Rennen absagen. Auch im finnischen Lappland liegt derzeit kaum Schnee, die Temperaturen sind zu hoch. Kurz vor dem Saisonstart wurden zwar einige Schneehaufen auf die Pisten gebracht, doch das war nicht genug, um die Rennen zu genehmigen.

Der Wettertrend hat sich unerwartet geändert: Aus ursprünglich erwarteten minus drei Grad Celsius wurden vor Ort plötzlich plus drei Grad, erklärte Rennleiter Markus Waldner gegenüber der APA. Auch Damen‑Chefrenndirektor Atle Skaardal zeigte sich enttäuscht. „Unter den gegebenen Bedingungen wäre es weder für die Athleten, die Zuschauer noch für das Resort fair, die Rennen abzuhalten“, so Waldner.

Ein Nachholtermin für die Levi‑Slaloms erscheint derzeit kaum machbar. Der enge Weltcup‑Kalender lässt wenig Spielraum, und obwohl die Termine formal nicht endgült",de,gpt_oss_groq
"**Oxfam kritisiert zu geringe Flüchtlingshilfe und fordert umfangreichere Umsiedlungen**  

Berlin/Wien – Die Entwicklungs- und Nothilfewerk

schaft Oxfam hat am Dienstag die bislang geleisteten Hilfsmaßnahmen für syrische Flüchtlinge – sowohl im Land selbst als auch in den Nachbarstaaten – als völlig unzureichend bezeichnet. In dem neuen Bericht *Solidarity with Syrians* wirft die Organisation den internationalen Akteuren Oberflächlichkeit und mangelnde Aufrichtigkeit vor.

Oxfam hat geprüft, inwieweit Industrieländer finanzielle Unterstützung leisten, Aufnahmeplätze bereitstellen und zugleich Anstrengungen zur Beendigung des Krieges in Syrien unternehmen. Das Ergebnis: Das aktuelle Finanzvolumen reiche bei weitem nicht aus, um den Betroffenen ein würdevolles und sicheres Leben zu ermöglichen. Viele angekündigte Resettlement‑Programme wurden bislang kaum umgesetzt – bislang fanden lediglich rund 17 000 syrische Geflüchtete über diese Wege Schutz.

Die Hilfsorganisation fordert, dass bis Ende 2016 mindestens zehn Prozent der in den Nachbarländern lebenden syrischen Flüchtlinge umgesiedelt werden",de,gpt_oss_groq
"**Luxemburg lehnt Ausländerwahlrecht ab – 78 % der Stimmen gegen das Vorhaben**  

Im Großherzogtum wird das geplante Wahlrecht für nicht‑staatliche Bürger bei nationalen Wahlen nicht eingeführt. Bei einem Referendum am Sonntag sprachen sich 78 Prozent der Wähler eindeutig gegen den Regierungsentwurf von Premierminister Xavier Bettel aus. Damit bleibt es auch künftig so, dass Ausländer in keinem EU‑Staat an den Parlamentswahlen teilnehmen dürfen.  

Auch die vorgeschlagene Herabsetzung des Wahlalters von 18 auf 16 Jahre fand nur wenig Zustimmung: Fast 81 % der Abstimmenden lehnten das Vorhaben ab. Einen weiteren Punkt, die Begrenzung der Minister­amtszeit auf zehn Jahre, unterstützten lediglich rund 30 % der Stimmbürger.  

„Die Bürgerinnen und Bürger haben klare Antworten gegeben – diese respektieren wir“, betonte Bettel nach der Auszählung. Der 42‑jährige Liberale hatte das Einwohnerwahlrecht damit begründet, dass etwa 45 % der rund 550 000 Einwohner Luxembourgs ausländische Staatsangehör",de,gpt_oss_groq
"**Griechische Wirtschaft rutscht stärker als erwartet zurück – politisches Gerangel mitverantwortlich**

Athen – Die griechische Wirtschaft schrumpft im dritten Quartal schneller, als zunächst angenommen wurde. Laut den neuesten Zahlen von Eurostat fiel das Bruttoinlandsprodukt im Vergleich zum Vorquartal um 0,9 %, während die vorläufigen Schätzungen im November noch nur einen Rückgang von 0,5 % vorsahen. Im zweiten Quartal war ein leichtes Plus von 0,3 % zum Vorquartal verzeichnet worden, doch das Jahresanfangs‑Wachstum blieb aus.

Das dritte Quartal gilt in Griechenland traditionell als wichtiger Indikator, weil dann die Resultate der Tourismussaison sichtbar werden. Im gleichen Zeitraum 2014 legte die Wirtschaft noch um 0,8 % zu – ein deutlicher Unterschied zu den",de,gpt_oss_groq
"Insgesamt wurden rund 800 000 Fälle von manipulierten CO₂‑Werten aufgedeckt. Betroffen sind vor allem Neuwagen der Marke Volkswagen, bei denen die Emissionsangaben zu hoch angegeben wurden. Mehr als die Hälfte dieser Fälle – etwa 430 000 Fahrzeuge – stammen aus dem Baujahr 2016 und stehen teilweise bereits beim Händler, wie VW am späten Freitagabend aus Wolfsburg bekannt gab. Gleichzeitig prüft das Unternehmen, ob auch ältere Modelle mit zu niedrigen CO₂‑Werten im Umlauf sind. Betroffene Kunden können auf der Seite www.volkswagen.de/info prüfen, ob ihr Fahrzeug dazugehört.

Währenddessen schwächt sich der Absatz der Kernmarke VW weiter ab, weil der Diesel‑Skandal um manipulierte Stickoxid‑Werte das Image belastet. Im Oktober verkaufte der Konzern weltweit 490 000 Fahrzeuge, also 5,3 % weniger als im Vorjahr. Der neue Vorstandsvorsitzende Herbert Diess betonte in einem Gespräch mit dem Betriebsratsvorsitzenden Bernd Osterloh, dass er keine Gefahr für Arbeitsplätze in der Stammbelegschaft sehe. Auch Osterloh schrieb in der Süddeutschen Zeitung, dass trotz des aktuellen Diesel",de,gpt_oss_groq
"Marie Rötzer (47) wird die Nachfolge von Bettina Hering als künstlerische Leiterin des Landestheaters Niederösterreich antreten. Die gebürtige Mistelbacherin, die bislang als persönliche Referentin des Intendanten am Thalia‑Theater Hamburg tätig war, übernimmt das Amt zum Sommer 2016 für vier Spielzeiten bis zum Sommer 2020. Rötzer startete ihre Theaterkarriere Anfang der 1990er‑Jahre am Landestheater in Sankt Pölten, war Lektorin an der Universität Czernowitz in der Ukraine und hat seitdem an namhaften deutschsprachigen Bühnen gearbeitet – darunter das Maxim‑Gorki‑Theater in Berlin, die Gessnerallee in Zürich, das Schauspielhaus Graz, das Staatstheater Mainz und nun das Thalia‑Theater Hamburg, wo sie dem Leitungsteam angehört. „Bettina Hering hat das Landestheater sowohl regional als auch überregional stark positioniert – daran möchte ich anknüpfen“, erklärte Rötzer in ihrer ersten Stellungnahme. Laut Theaterangaben hatten sich für die Stelle 68 Kandidaten bew",de,gpt_oss_groq
"**Gevgelija/Skopje/Belgrad –** Trotz verstärkter Polizeikontrollen drangen am Samstag Hunderte von Flüchtlingen aus Griechenland über die mazedonische Grenze. Ein AFP‑Korrespondent aus Gevgelija berichtete, dass die Migranten die mit Stacheldraht abgesperrten Polizeibarrieren durchbrachen. Reuters ging sogar von mehreren Tausend Menschen aus, die in das ehemalige jugoslawische Teilgebiet eingedrungen seien. Ein Reporter der Agentur beobachtete, wie die Flüchtlinge die Absperrungen überwand und über die Felder rannten, während die Polizei zwei Blendgranaten abfeuerte – ohne die Menge aufzuhalten.

Die Lage an der Grenze zwischen Griechenland und Mazedonien verschärfte sich laut Medien bereits am frühen Samstagmorgen. Der serbische Sender RTS nannte inzwischen rund 2 000 Menschen im Niemandsland zwischen den beiden Staaten, wobei die Zahl weiter steige. Neue Gruppen erreichten die Grenze am Morgen mit einem Zug und mehreren Bussen. Lokale Schleuser hätten ihre Aktivitäten zum illegalen Grenzübertritt intensiviert. Als Re",de,gpt_oss_groq
"**Wiener Festwochen präsentieren „Kings of War“ – Shakespeares Königsgeschichten im modernen Bühnen‑ und Medien‑Konstrukt**

In den kommenden fünf Stunden wird das Bildinstallations‑Projekt „Kings of War“ die Besucher der Festwochen im Museumsquartier begleiten. Regisseur Ivo van Hove und seine Amsterdamer Ensemble interpretieren Shakespeares Königsdramen in einem aufwändigen Mix aus Theater, Film und Installationskunst. Die Aufführung, die exklusiv für das Wiener Publikum konzipiert wurde, nimmt rund fünf Stunden in Anspruch und verbindet klassische Texte mit zeitgenössischer Bildsprache.

Autor Rob Klinkenberg hat die Szenen aus *Henry V.*, *Henry VI.* und *Richard III* in ein flüssiges Niederländisch übertragen, das dem Original treu bleibt, jedoch neue Nuancen eröffnet. Neben dem gesprochenen Wort spielt die visuelle Inszenierung eine zentrale Rolle: In Halle E des Museumsquartiers wurde ein „War‑Room“ errichtet, der von Bühnenbildner Jan Versweyveld nach dem Hauptquartier Winston",de,gpt_oss_groq
"**Rubel stärkt – steigende Ölpreise nützen Russland**  
Moskau – Die Weltbank sieht die wirtschaftliche Lage Russlands künftig etwas rosiger. Nach den neuesten Einschätzungen soll das Bruttoinlandsprodukt im laufenden Jahr nur noch um 2,7 % schrumpfen, statt wie bisher angenommen um 3,8 %. Grund dafür ist die Erholung des Rubels, die durch den jüngsten Aufschwung der Ölpreise begünstigt wird – nach monatelangem Preisverfall haben sich die Märkte wieder stabilisiert. Da rund vier Zehntel der Staatseinnahmen aus Ölexporten stammen, wirkt sich der Preisanstieg direkt positiv auf die öffentlichen Finanzen aus.  

",de,gpt_oss_groq
"Nur in Kärnten und Tirol ist die Lage noch schlechter. Außer in Niederösterreich und Salzburg erreicht derzeit kein Bundesland die geforderte Quote für unbegleitete minderjährige Flüchtlinge (UMF). Im Erstaufnahmezentrum Traiskirchen wohnen nach wie vor über 1.000 junge Geflüchtete. In Vorarlberg fehlen 113 Plätze, sodass die Quote dort lediglich rund 60 % beträgt, berichtet die Montagsausgabe der Vorarlberger Nachrichten (VN). Damit liegen nur Kärnten (etwa 51 %) und Tirol (ca. 56 %) noch weiter unten. Salzburg erreicht die Zielvorgabe nur, weil etwa 200 Jugendliche in einer Kaserne untergebracht sind – ein Umstand, den der Vorarlberger Kinder‑ und Jugendanwalt Michael Rauch kritisiert. Auch die Vorarlberger Landesregierung wird von Rauch scharf beanstandet: „Man kann nicht ständig in den Medien als Quote‑Erfüller auftreten, wenn wir bei den UMF nur 60 % erreichen“, sagte er. Landesrätin Katharina Wiesflecker (Grüne) erklärte, dass ihr Bundesland im Frühjahr wieder die Quote erfüllen werde",de,gpt_oss_groq
"**Strategische Neuausrichtung und bevorstehende Umstrukturierung – Vorstandsplätze halbiert**  
Wien – Der Uniqa‑Versicherungskonzern plant eine tiefgreifende Umstrukturierung: Ab dem ersten Quartal 2017 sollen alle inländischen operativen Versicherungsunternehmen zu einem einzigen Unternehmen zusammengeführt werden. Damit reduziert sich die Zahl der Vorstandsmitglieder von bislang 22 auf zehn Personen – ein Schritt, der laut Unternehmenssprecher die zukünftigen strategischen Ziele und Herausforderungen adressieren soll.

Konkret soll die Uniqa Österreich Versicherungen AG bis spätestens Q1 2017 die Raiffeisen Versicherung AG, die Salzburger Landes‑Versicherung AG sowie die FinanceLife Lebensversicherung AG aufnehmen. Durch den Zusammenschluss sinkt nicht nur die Vorstandsgröße der operativen Einheit, sondern auch die des börsennotierten Mutterkonzerns Uniqa Insurance Group AG, der künftig mit drei statt fünf Vorstandsmitgliedern auskommt.

Die neue Führungsstruktur steht noch unter dem Vorbehalt behördlicher Genehmigungen. Ab dem 1. Juni 2016 wird der Vorstand der Uniqa Insurance Group AG von",de,gpt_oss_groq
"**Astronomie‑Kalender März 2026 – Mond, Planeten und Sternbilder im Überblick**

Der Vollmond leuchtet am 23. März aus dem Sternbild Jungfrau. In den kommenden Tagen werden die Tage spürbar länger: Am 1. März beträgt die Tageslichtdauer 11 Stunden 4 Minuten, am 31. bereits 12 Stunden 50 Minuten. Die Dämmerungszeit von Sonnenuntergang bis zu einer Sonnentiefe von 12 Grad dauert etwa 1 Stunde 8 Minuten.

Die Sonne durchläuft am 20. März um 5 Uhr 30 Morgens das Tierkreiszeichen Widder – damit fällt die Tag‑und‑Nacht‑Gleiche, also der Frühlingsbeginn, exakt in den frühen Morgen. 

Im Mondkalender: 

- 2. März: Letztes Viertel im Sternbild Schlangenträger, zusammen mit Saturn.  
- 7. März: In tiefer Morgendämmerung lässt sich die schmale Altlicht‑Sichel im Sternbild Ozean (OSO) beobachten.  
- 9. März",de,gpt_oss_groq
"Britische Behörden setzen nun vermehrt auf verdeckte Ermittlungen, um den flüchtigen Gründer von WikiLeaks zu verfolgen. Die Polizei in London hat die permanente Bewachung der ecuadorianischen Botschaft, in der Julian Assange seit Juni 2012 Zuflucht gefunden hat, eingestellt. Stattdessen soll eine geheime Operation ausgebaut werden, wie Scotland Yard am Montag mitteilte. Die ständige Präsenz vor der Botschaft sei nicht mehr gerechtfertigt, erklärte die Behörde. Der 44‑jährige Assange, gegen den in Schweden ein Haftbefehl wegen mutmaßlicher sexueller Übergriffe vorliegt, bestreitet die Vorwürfe und hat Angst, wegen der Veröffentlichungen seiner Plattform an die USA ausgeliefert zu werden. Die Bewachungsmaßnahme hatte britische Steuerzahler nach Angaben der Regierung rund 16 Millionen Euro gekostet.",de,gpt_oss_groq
"**Seniorenbund-Chef Khol lobt Steuerreform, wirft Kanzler Gesprächsverweigerung vor**

Wien – Der Vorsitzende des ÖVP‑Seniorenbundes, Andreas Khol, sieht die Arbeit der Regierung im ersten Halbjahr insgesamt besser als erwartet, kritisiert jedoch das Fehlen von Reformen in den Bereichen Pensionen, Gesundheit und Pflege. Besonders die Steuerreform habe er positiv bewertet, war jedoch enttäuscht, dass Kanzler Werner Faymann (SPÖ) bislang keinen Gesprächstermin mit dem Seniorenrat gewährt habe.

„Die Bilanz der Regierung kann sich durchaus sehen lassen“, sagte Khol am Dienstag auf einer Pressekonferenz und",de,gpt_oss_groq
"**Satire darf alles, meint Spiegel‑Chefredakteur Klaus Brinkbäumer – und er nimmt Merkel ins Visier**

*Wien – Am Donnerstag hält Klaus Brinkbäumer, Chefredakteur des „Spiegel“, im Rahmen der Journalismustage in Wien eine Hauptrede. Vor seinem Auftritt beantwortet er dem STANDARD per E‑Mail Fragen zur geplanten Bezahlschranke bei Spiegel Online, zum kürzlich geleakten Innovationsreport des Magazins und zu den Grenzen satirischer Freiheit.*

**Bezahle‑Modell: Wie schnell kommt die Paywall?**  
Der Spiegel hat seit 2000 fast 70 % seiner Anzeigen verloren. Brinkbäumer betont, dass das Haus bereits digital gut aufgestellt sei: „Wir verkaufen jährlich 50.000 digitale Spiegel‑Ausgaben und unser Online‑Geschäft ist profitabel.“ Die neue Bezahlschranke soll daher nicht die Leser vertreiben, sondern exklusive Inhalte gezielt monetarisieren. „Wir testen in den kommenden Wochen und prüfen dann, wann alles reibungslos läuft“, erklärt er.

**Was wird kostenpflichtig?**  
Der Begriff „Paywall“ missf",de,gpt_oss_groq
"**Wolf Wondratschek: Ein Gedichtband, ein Vater und ein ungewöhnlicher Wunsch**

Der Wiener‑Münchner Dichter Wolf Wondratschek hat mit *For a Life without a Dentist* ein kleines, aber feines Werk geschaffen, das bereits beim Erscheinen für Aufsehen sorgte. Die Erstauflage beschränkte sich auf 444 Exemplare – ein Sammlerstück, das innerhalb weniger Wochen vergriffen war. Kurz darauf entschieden sich Autor und Verlag, die Auflage auf weitere 500 Stück zu erhöhen, um sowohl die hohe Nachfrage zu decken als auch einige in der Erstversion vorhandene Fehler zu korrigieren.

Der Titel des Buches stammt nicht aus der Literatur, sondern aus einem Gemälde des 1997 verstorbenen Künstlers Martin Kippenberger (1984). Er klingt nach einem Wunsch, den sich wahrscheinlich die meisten Leser (und nur wenige Zahnärzte) erfüllen möchten. In 42 Gedichten widmet sich W",de,gpt_oss_groq
"**Dell will EMC übernehmen – Ziel: Stärker im Wettbewerb mit HP**

Der US‑Technologiekonzern Dell plant, den Speicher‑ und Datenmanagement‑Bereich durch die Übernahme des Unternehmens EMC auszubauen, um sich besser gegen Konkurrenten wie Hewlett‑Packard zu positionieren. Die EMC‑Aktionäre erhalten dafür 24,05 US‑Dollar in bar sowie Anteile an der zu EMC gehörenden Software‑Sparte VMware. Damit liegt der Gesamtwert pro EMC‑Aktie bei etwa 33,15 US‑Dollar – ein Aufschlag von fast 20 % gegenüber dem Schlusskurs von Freitag.

Die Gerüchte um den Deal kursieren bereits seit Tagen. Gründer Michael Dell hatte vor zwei Jahren seine Firma mit Hilfe von Finanzinvestoren in einem 25‑Milliarden‑Dollar‑Buy‑out von der Börse genommen. Nun soll Dell gemeinsam mit seinem Partner Silver Lake – laut Medienberichten mit zusätzlicher Bankfinanzierung von rund",de,gpt_oss_groq
"**Präsident der Österreichischen Akademie der Wissenschaften fordert mehr Rückhalt für Forschung**

*Wien –* Der neue Präsident der Österreichischen Akademie der Wissenschaften (ÖAW), Anton Zeilinger, ruft beim traditionellen Jahresauftakt der Akademie den kommenden Bundespräsidenten zu einer stärkeren Unterstützung der Wissenschaft auf. „Wir können nicht zulassen, dass der Forschungsfonds FWF weiter schrumpft“, betonte Zeilinger gegenüber der APA.

Der Bundespräsident ist nach dem österreichischen Staatsrecht der Schirmherr der ÖAW, weshalb das Amt bei der bevorstehenden Wahl am Sonntag besonders im Blickfeld der Wissenschaftsgemeinde steht. Zeilinger wollte zwar nicht auf die beiden Kandidaten eingehen, betonte jedoch, dass ein neues Staatsoberhaupt das internationale Profil der Forschung in Österreich aktiv fördern müsse – vor allem im Rahmen europäischer Programme.

Ein weiteres Anliegen des Akademiepräsidenten ist die finanzielle Lage des seit Jahren budgetär angeschlagenen FWF. Die junge Kurie der ÖAW hat bereits vor den gravierenden Folgen für den österreichischen Forschungsstandort gewarnt. Zeilinger forderte die Politik auf, diese Warnungen ernst zu nehmen und insbesondere dem Nachwuchs realistische Perspektiven zu bieten, um",de,gpt_oss_groq
"Vier Jugendliche wurden befreit – Einsatz in Nord‑ und Südamerika

Mexiko‑Stadt – Im Rahmen einer internationalen Operation gegen Kinderpornografie konnten in Lateinamerika, den USA und Spanien mindestens 60 mutmaßliche Täter festgenommen werden, berichtete die mexikanische Sicherheitsbehörde CNS am Sonntag. Die Verdächtigen sollen über das Netz kinderpornografisches Bildmaterial verbreitet haben. Gleichzeitig wurden bei den Razzien vier potenzielle Opfer sichergestellt, darunter drei Mädchen im Alter von neun, 14 und 15 Jahren in Mexiko. Die groß angelegte Aktion wurde von Sicherheitsbehörden aus Südamerika sowie dem US‑Bundeskriminalamt FBI koordiniert. Durchsuchungen fanden demnach in Spanien, den USA, Mexiko, Argentinien, Brasilien, Chile, Kolumbien, Costa Rica, Guatemala, Paraguay, Uruguay und Venezuela statt.",de,gpt_oss_groq
"Der Präsident der Wirtschaftskammer kritisiert, dass Arbeitslose in Österreich teilweise fast dieselbe Netto‑Leistung erhalten wie Personen, die für ein Bruttogehalt von rund 1.700 Euro arbeiten. Laut Angaben des Kammerchefs Christoph Leitl waren Ende Juli rund 376.500 Menschen in Österreich ohne Beschäftigung – ein Zustand, den er für vermeidbar hält. In einem Interview mit dem Volksblatt bejahte Leitl die Frage, ob jeder Arbeitssuchende eine Stelle finden könne, und erklärte, dass zwar nicht immer die Wunschposition, jedoch grundsätzlich Beschäftigungsmöglichkeiten vorhanden seien. 

Bezüglich der Mindestsicherung bemängelte er, dass der finanzielle Anreiz zum Arbeiten sehr schwach sei: „Es irritiert mich, dass man aus der Mindestsicherung plus Transferleistungen netto fast das gleiche wie aus einem Bruttogehalt von 1.700 Euro erzielt.“ Diese geringe Differenz mache einen Job weniger attraktiv. 

Auch zur Wettbewerbsfähigkeit des Landes äußerte Leitl die Ansicht, Österreich müsse bei Produktions‑ und Lohnkosten die Komfortzone verlassen und sich den Realitäten eines globalen Marktes stellen, in dem asiatische Anbieter und dynamische",de,gpt_oss_groq
"**Österreichs Image bleibt ein Problem – hohe Steuerlast belastet das Bild**

Wien – Das Image Österreichs in der internationalen Wirtschaftswelt wird nicht besser. Im jüngsten Ranking der Lausanner Management‑School IMD, das die Wettbewerbsfähigkeit von 61 Ländern bewertet, belegt Österreich wieder nur Platz 24 – eine leichte Verbesserung gegenüber dem Vorjahr, aber nach wie vor im unteren Drittel. Besonders kritisch fällt das Land beim Steuer‑Kriterium aus: Es liegt dort fast am Schluss. 

Christos Cabolis, Chefökonom des IMD‑Teams, erklärt dem STANDARD, dass sowohl die private Einkommensteuer als auch die Unternehmensbesteuerung im internationalen Vergleich zu hoch seien. Auch bei den öffentlichen Finanzen – also Defizit‑ und Schuldenquote – rangiert Österreich im hinteren Drittel, wenngleich internationale Manager im letzten Jahr eine leichte Besserung wahrgenommen haben.

Das Ranking setzt sich zu einem Drittel aus einer Befragung von rund 5.400 Führungskräften zusammen; die restlichen zwei Drittel beruhen auf harten ökonomischen Kennzahlen. Insgesamt werden 340 Indikatoren in vier Themenblöcke eingeteilt: mak",de,gpt_oss_groq
"**Sozialistische Jugend und Grüne verlangen Rücktritte – FPÖ‑Gemeinderäte unter Beschuss**  
Linz – Ein von der Tageszeitung *Österreich* veröffentlichtes Screenshot‑Posting zweier FPÖ‑Gemeinderäte aus Linz hat nach einem Medienbericht am Mittwoch für Aufsehen gesorgt. Darin äußert Gemeinderätin Susanne Walcher sich sarkastisch zu einem Integrationsvorschlag des Wirtschaftskammerpräsidenten Christoph Leitl und greift dabei beleidigend muslimische Familien an. Ihr Kollege Markus Kraz ergänzt die Schmähungen mit abfälligen Bemerkungen über mögliche Einsatzorte für Migranten.  

Die Staatsanwaltschaft prüft inzwischen, ob die Äußerungen den Tatbestand der Volksverhetzung erfüllen.  

**Forderungen aus der Linken und den Grünen**  
Der Vorsitzende der Sozialistischen Jugend Linz, Philipp Stadler, fordert das sofortige Zurücktreten beider Ratsmitglieder und lädt sie zu einer „Werteschulung für Menschlichkeit“ ein. Die Grünen-Obfrau Ursula Roschger bezeichnet das Material als „niederträchtig, ab",de,gpt_oss_groq
"**Brüssel – Neuer Aktionsplan für die Balkanroute: 100 000 Unterkünfte und erweiterte Frontex‑Aufgaben**

Am Sonntag kamen die Staats- und Regierungschefs der Länder, die von der Flüchtlingskrise besonders stark betroffen sind, zu einem Sondergipfel in Brüssel zusammen. In einer gemeinsamen Erklärung der EU‑Kommission wurde ein 17‑punkte‑Umfassungsplan vorgestellt, der drei Kernprobleme adressieren soll: ausreichende Unterkünfte, koordinierte Steuerung der Flüchtlingsströme und eine verstärkte Sicherung der Außengrenzen.

Die Ministerpräsidenten und Premierminister aus Albanien, Bulgarien, Deutschland, Griechenland, Kroatien, Mazedonien, Österreich, Rumänien, Serbien, Slowenien und Ungarn einigten sich darauf, künftig stärker zusammenzuarbeiten und konkrete operative Maßnahmen zu ergreifen. EU‑Kommissionspräsident Jean‑Claude Juncker betonte, dass die Länder nicht nur „nebeneinander“, sondern „miteinander“ reden müssten: „Nachbarn müssen kooperieren, nicht gegeneinander kämpfen. Nur so können wir den Menschen auf der Balkan",de,gpt_oss_groq
"Rom, 30. April (Reuters) – Die italienische Regierung hat ein weiteres Maßnahmenpaket für die angeschlagene Bankenlandschaft beschlossen. Mit einem neuen Erlass sollen Kreditinstitute künftig nicht mehr Jahre, sondern Monate benötigen, um fällige Kredite einzutreiben. Premierminister Matteo Renzi erklärte, dass die Frist von bislang sechs bis acht Jahren auf nunmehr sechs bis acht Monate verkürzt werde. Ziel des Gesetzes sei es, die langwierigen Probleme im Bankensektor endgültig zu beseitigen.

Der Erlass erleichtert es den Banken, schnell auf Sicherheiten zurückzugreifen, die Unternehmen als Garantie hinterlegt haben. Privatkredite,",de,gpt_oss_groq
"**Mehr Unterstützung für Benachteiligte, aber weniger Bekehrungsdrang – so sieht die aktuelle Umfrage aus**

Linz – Die Kirche will sich stärker für Menschen in Not einsetzen, während das Missionieren von Andersgläubigen immer weniger im Fokus steht, wie die jüngste Osterbefragung des Linzer Market‑Instituts zeigt.

Laut den Ergebnissen hält nur jeder fünfte der Befragten das Osterfest für ein im Kern heidnisches Ereignis. Die Hälfte lehnt diese Interpretation ausdrücklich ab. Der Osterhase, ursprünglich ein Fruchtbarkeitssymbol aus vorchristlicher Zeit, das von der Kirche als Christussymbol umgedeutet",de,gpt_oss_groq
"**ORF beschließt Anleihe zur Teilfinanzierung des Küniglberg‑Bauvorhabens – Budget 2016 bleibt herausfordernd**

Wien – Der ORF steht 2016 vor einem der restriktivsten Budgets der letzten Jahre, erklärte Finanzdirektor Richard Grasl am Donnerstag nach der Sitzung des Stiftungsrats. Rückstellungen aus der Rechtsstreitigkeit mit dem Zentralbetriebsrat, steuerliche Änderungen und die Kosten für das Frühfernsehen belasten die Finanzplanung erheblich. Gleichzeitig wurde mit breiter Mehrheit die Ausgabe einer ORF‑Anleihe beschlossen, um das Bauprojekt am Küniglberg teilweise zu finanzieren.

Grasl bezeichnete das Jahresbudget als „große Herausforderung“. Der Sender müsse Rückstellungen – laut Generaldirektor Alexander Wrabetz in ausreichender Höhe – wegen der Klage des Zentralbetriebsrats zur Anrechnung von Vordienstzeiten bilden. Das Frühfernsehen verursacht zudem Nettokosten von rund sechs Millionen Euro.

Trotz des schwierigen Werbe‑ und Finanzmarktes sei das Geschäftsjahr positiv abgeschlossen worden. Der kaufmännische Direktor wies darauf hin, dass die im",de,gpt_oss_groq
"**Krähen als heimliche Scheibenwischer-Diebe – Polizeieinsatz in Matsue**

Matsue, Japan – In der Stadt Matsue meldeten Anwohner wiederholt, dass ihre Autos plötzlich beschädigte Scheibenwischer aufwiesen. Da das Problem immer wiederkehrte, mobilisierte die örtliche Polizei ein Einsatzteam von rund fünfzig Offizieren, das rund um die Uhr in den betroffenen Straßen patrouillierte. Durch die Auswertung von Überwachungsvideos konnten die Ermittler schließlich den Übeltäter identifizieren: Krähen. Die Vögel haben die Gummibeläge der Wischer aufgesammelt, weil sie diese gerne zum Bau ihrer Nester verwenden. Ein humorvoller, aber zugleich frustrierender Befund für die Beamten – denn ein Verhaften von Vögeln ist natürlich nicht möglich. (dpa, 17. Juni 2015)",de,gpt_oss_groq
"**Landesarbeitsgericht bestätigt: Befristete Spielerverträge zulässig – Müller verliert Klage gegen Mainz 05**

Der Rechtsstreit zwischen dem FSV Mainz 05 und dem ehemaligen Torhüter Heinz Müller hat am Mittwoch vor dem Landesarbeitsgericht (LAG) Rheinland‑Pfalz ein klares Ergebnis erzielt: Befristete Arbeitsverträge im Profifußball bleiben rechtlich zulässig. Damit bleibt das gewohnte Vertragsmodell im deutschen Fußball erhalten.

Müller, 37, hatte nach Ablauf seines zweijährigen Vertrags im Sommer 2014 die Feststellung beantragt, dass sein Arbeitsverhältnis von Amts wegen in ein unbef",de,gpt_oss_groq
